redcap_data_access_group,redcap_data_access_group_unlabelled,dag_id,place_name,postcode,country,lon,lat,ccg,postcode_start,city,site_type,imd_average_postcodes_new,tds_mean,w_me_imd,w_me_tds,w_har_tds,w_har_imd,w_med_imd,w_med_tds,prop_within_10_imd_ccg,prop_within_20_imd_ccg,prop_within_10_tds_ccg,prop_within_20_tds_ccg,median_ccg_imd_rank,median_ccg_imd_quintile,median_ccg_imd_decile,mean_ccg_imd_rank,mean_ccg_imd_quintile,mean_ccg_imd_decile,nhs_region
south_west_london,south_west_london,RQY01,Springfield University Hospital,SW17 7DJ,England,-0.1724799,51.43706599999999,E38000193,SW17,Wandsworth,Community,18613.162932790223,2.2073154336069245,18538.112975781365,2.2313331527058486,6.037443779537968,15272.286016795237,18520,2.0923576299729727,0,0.047420967768204696,0.19663512435055946,0.3803775305786739,72643,3,5,73541.24541751528,2.624236252545825,4.770875763747454,London
royal_brompton_and,royal_brompton_and,RT301,Harefield Hospital,UB9 6JH,England,-0.4841933,51.60672150000001,E38000082,UB9,South Buckinghamshire,Acute,17615.2319391635,0.9452373377617237,17481.53043046551,0.9897962726090401,1.5184096598876191,13778.393946898193,15580,1.194829923182796,0,0.043218123941358565,0.08505636353016763,0.23197024122422755,85375,3,5,78883.03041825096,2.7756653992395437,5.097591888466413,London
royal_brompton_and,royal_brompton_and,RT302,Royal Brompton Hospital,SW3 6NP,England,-0.1708549,51.4897429,E38000202,SW3,Kensington and Chelsea,Acute,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.46756003955760805,0.6374581514983805,92148,3,6,91707.41486810551,3.1882494004796165,5.823741007194244,London
central_and_north,central_and_north,RV3HE,Windsor Intermediate Care Unit (Wicu),MK3 6EN,England,-0.7482464999999999,51.9976586,E38000107,MK3,Milton Keynes,NA,18791.39454094293,-0.034014365682382135,18680.082113085875,-0.009764869886174896,-0.22888134214688952,9730.702700156036,20353,-0.6305525820510203,0.05286646744259201,0.11402956904687009,0.07789399182132746,0.1598655237496068,63155,2,4,72605.36848635235,2.640198511166253,4.750620347394541,East of England
epsom__st_helier_n,epsom__st_helier_n,RVR05,St Helier Hospital,SM5 1AA,England,-0.1845814,51.38063160000001,E38000179,SM5,Sutton,Acute,21253.128246753247,-0.11400410648701298,21535.632955728757,-0.26867323116525194,17.044249653049857,16427.23948450828,22933,-0.7380143681478873,0.007467945683842942,0.05497880575978459,0.04429753978521767,0.1255351151220641,52347,2,4,59724.18668831169,2.262987012987013,3.978896103896104,London
hounslow_and_richm,hounslow_and_richm,RY901,Urgent Care Centre,TW7 6AF,England,-0.3261897,51.4740781,E38000084,TW7,Hounslow,Community,14351.93837535014,2.4166459620014007,14255.64940521427,2.4620270024323174,-0.5169951990815278,11724.793137133931,13860.177852349001,2.4789985653080358,0.006434160113720039,0.08110821910795922,0.18304673625850046,0.3958150395539402,100080,3,6,96001.06442577031,3.358543417366947,6.1232492997198875,London
imperial_college_h,imperial_college_h,RYJ01,St Mary's Hospital,W2 1NY,England,-0.1742622,51.5170141,E38000202,W2,Westminster,Acute,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.46756003955760805,0.6374581514983805,92148,3,6,91707.41486810551,3.1882494004796165,5.823741007194244,London
imperial_college_h,imperial_college_h,RYJ02,Charing Cross Hospital,W6 8RF,England,-0.2198524,51.4868832,E38000070,W6,Hammersmith and Fulham,Acute,14187.7696,3.9717863666576,14139.036500030137,4.0160193987615465,9.191087932972392,10288.57192054121,13706,4.1022719980746265,0.007227674486144674,0.1761656611486468,0.4154625108908287,0.6497454696892484,98623,3,6,96853.2,3.3424,6.1472,London
imperial_college_h,imperial_college_h,RYJ03,Hammersmith Hospital,W12 0HS,England,-0.2366584,51.5165231,E38000070,W12,Hammersmith and Fulham,Acute,14187.7696,3.9717863666576,14139.036500030137,4.0160193987615465,9.191087932972392,10288.57192054121,13706,4.1022719980746265,0.007227674486144674,0.1761656611486468,0.4154625108908287,0.6497454696892484,98623,3,6,96853.2,3.3424,6.1472,London
south_tyneside_and,south_tyneside_and,R0B0Q,South Tyneside District Hospital,NE34 0PL,England,-1.428215,54.9717482,E38000163,NE34,South Tyneside,Community,10111.284644194757,1.2531942164138576,10357.688172986695,1.1517874264544343,44.16509217166042,4086.232483012214,7611.13768115942,1.1682500773766227,0.23838327921310767,0.43896791266953356,0.11247780620683602,0.2696334901807233,132114,4,8,118324.9531835206,3.8689138576779025,7.359550561797753,North East and Yorkshire
south_tyneside_and,south_tyneside_and,R0B01,Sunderland Royal Hospital,SR4 7TP,England,-1.4092278,54.9024525,E38000176,SR4,Sunderland,Acute,10650.582278481013,0.9366483546297468,10904.775758059715,0.7989085992479111,-8.820586570325448,3326.961653462396,8771,1.0236920867731094,0.21473942491270606,0.40465180431642145,0.10176910847676639,0.2739323281525629,127967,4,8,115443.49367088608,3.8428270042194095,7.238396624472574,North East and Yorkshire
bradford_teaching,bradford_teaching,RAE01,Bradford Royal Infirmary,BD9 6RJ,England,-1.794827,53.8059288,E38000019,BD9,Bradford,Acute,9809.655384615384,0.8352080444553847,9475.031036372726,0.9566632371653848,-2.2811672660291156,2005.9592174216666,7541.919075144505,0.6143570923573485,0.28895507465473314,0.44840120218513413,0.1478699760888027,0.30690955303527656,130953,4,8,119890.17230769231,3.933333333333333,7.4625641025641025,North East and Yorkshire
york_teaching_hosp,york_teaching_hosp,RCB55,York Hospital,YO31 8HE,England,-1.083785,53.96950769999999,E38000188,YO31,York,Acute,23065.676705048714,-1.3715854808582817,23399.589031473963,-1.3870931153106156,-1.4841716997509882,18690.41888072667,25640,-2.1590186694595372,0.008490013377672984,0.03059960537321959,0.023537709590829736,0.07553284816195437,40221,2,3,50296.75287865368,2.0141718334809564,3.478299379982285,North East and Yorkshire
york_teaching_hosp,york_teaching_hosp,RCBCA,Scarborough General Hospital,YO12 6QL,England,-0.4366474,54.281389,E38000145,YO12,North Yorkshire,Acute,14236.59585492228,-0.4990067149248705,14156.654622298407,-0.47248768558654625,-3.298920056587628,3834.0685952863882,14921,-1.2435619662113024,0.11357802991139046,0.24547655973662014,0.061065309861326515,0.12408057392140324,92912,3,6,96578.67875647669,3.272020725388601,6.139896373056994,North East and Yorkshire
harrogate_district,harrogate_district,RCD01,Harrogate District Hospital,HG2 7SX,England,-1.5192793,53.99319939999999,E38000073,HG2,Harrogate,Acute,23709.165413533836,-2.0253245168872183,23965.18502049167,-2.0610155714768004,-2.8799423943462474,20445.760037606524,23595,-2.490288923210993,0.009856273239204657,0.009856273239204657,0.0010578390944390602,0.028586993013194485,47944,2,3,46842.954887218046,1.919172932330827,3.261278195488722,North East and Yorkshire
airedale_general_h,airedale_general_h,RCF22,Airedale General Hospital,BD20 6TD,England,-1.9627476,53.8980501,E38000001,BD20,Bradford,Acute,18764.516377649325,-1.2922889536782274,18368.69587847014,-1.2050902428642705,-1.9144957540103242,3013.6971688324415,20113,-2.147386816819355,0.14335975744559895,0.21673878027982188,0.060246975965638126,0.13943088147048605,65047,2,4,72785.15028901734,2.6396917148362236,4.76878612716763,North East and Yorkshire
sheffield_children,sheffield_children,RCUEF,Sheffield Children's Hospital,S10 2TH,England,-1.4906634,53.380817,E38000146,S10,Sheffield,Acute,13922.003302146395,0.9015169744083654,14189.184446117048,0.9412669802715858,-2.58166643658026,3195.2248393835985,13798.290697674416,0.6611775567160499,0.23296447607916076,0.34616191844370703,0.1819619394316607,0.32334656539375933,100296,3,6,98269.76554760594,3.334067143643368,6.242157402311502,North East and Yorkshire
barnsley_hospital,barnsley_hospital,RFFAA,Barnsley Hospital,S75 2EP,England,-1.4993514,53.5585852,E38000006,S75,Barnsley,Acute,10940.753604193971,0.07255672800393186,11050.49769700849,-0.03159134375803669,-5.634958503952958,4179.30850135521,8841,-0.1848630355021552,0.21146868147789344,0.38584730625678465,0.03098766980507826,0.15400417782121867,125728,4,8,113931.05373525557,3.815203145478375,7.193971166448231,North East and Yorkshire
the_rotherham_nhsf,the_rotherham_nhsf,RFRPA,Rotherham District General Hospital,S60 2UD,England,-1.3417765,53.4134615,E38000141,S60,Rotherham,Acute,11723.892271662764,0.13217884528103044,11877.357676461443,0.08681068683975048,-1.9494726462608456,3187.2317661970446,10344,-0.3481679623777778,0.2185439987562189,0.35561644900497513,0.0830107276119403,0.21157105099502488,118843,4,7,109766.13231850117,3.6241217798594847,6.868852459016393,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGD05,The Mount,LS2 9LN,England,-1.5586948,53.8042175,E38000225,LS2,Leeds,Mental,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGD17,St Mary's Hospital,LS12 3QE,England,-1.6127313,53.8003657,E38000225,LS12,Leeds,Acute,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGDAB,Newsam Centre,LS14 6WB,England,-1.4703237,53.8049068,E38000225,LS14,Leeds,Mental,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGDBL,Becklin Centre,LS9 7BE,England,-1.5244358,53.8055901,E38000225,LS9,Leeds,Mental,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGDPL,Parkside Lodge,LS12 2HE,England,-1.5903139,53.7994768,E38000225,LS12,Leeds,NA,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
sheffield_teaching,sheffield_teaching,RHQHH,Royal Hallamshire Hospital,S10 2JF,England,-1.4929358,53.3780891,E38000146,S10,Sheffield,Acute,13922.003302146395,0.9015169744083654,14189.184446117048,0.9412669802715858,-2.58166643658026,3195.2248393835985,13798.290697674416,0.6611775567160499,0.23296447607916076,0.34616191844370703,0.1819619394316607,0.32334656539375933,100296,3,6,98269.76554760594,3.334067143643368,6.242157402311502,North East and Yorkshire
sheffield_teaching,sheffield_teaching,RHQNG,Northern General Hospital,S5 7AU,England,-1.4545414,53.41079389999999,E38000146,S5,Sheffield,Acute,13922.003302146395,0.9015169744083654,14189.184446117048,0.9412669802715858,-2.58166643658026,3195.2248393835985,13798.290697674416,0.6611775567160499,0.23296447607916076,0.34616191844370703,0.1819619394316607,0.32334656539375933,100296,3,6,98269.76554760594,3.334067143643368,6.242157402311502,North East and Yorkshire
northern_lincolnsh,northern_lincolnsh,RJL30,"Diana, Princess Of Wales Hospital",DN33 2BA,England,-0.09673799999999999,53.5449263,E38000119,DN33,North East Lincolnshire,Acute,12231.977736549165,0.23967413152690167,12586.04615452085,0.11937948241005288,1.7017208800065935,581.9964559754818,10219.279069767455,-0.5781734517696969,0.29632994186046513,0.36955568364073776,0.11107908981555734,0.22275962309542904,122140,4,8,107108.64564007422,3.49721706864564,6.679035250463822,North East and Yorkshire
northern_lincolnsh,northern_lincolnsh,RJL32,Scunthorpe General Hospital,DN15 7BH,England,-0.6668159,53.5870787,E38000122,DN15,North Lincolnshire,Acute,15669.121495327103,-0.6429125230037384,15746.019660069514,-0.6678948326426907,-17.226801118423232,6019.209990658309,16116,-1.6082386580522876,0.10681055385019649,0.2009961420398218,0.0785506969411034,0.12839363137966867,87217,3,6,89027.5121495327,3.067289719626168,5.700934579439252,North East and Yorkshire
north_cumbria_inte,north_cumbria_inte,RNN62,Cumberland Infirmary,CA2 7HY,England,-2.9552949,54.89574469999999,E38000215,CA2,Carlisle,Acute,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.018788040828523346,0.06527530943805734,93127,3,6,92063.95704948646,3.180205415499533,5.867413632119514,North East and Yorkshire
north_cumbria_inte,north_cumbria_inte,RNNBD,Keswick Hospital,CA12 5PH,England,-3.1402348,54.60621889999999,E38000215,CA12,Allerdale,Community,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.018788040828523346,0.06527530943805734,93127,3,6,92063.95704948646,3.180205415499533,5.867413632119514,North East and Yorkshire
north_cumbria_inte,north_cumbria_inte,RNNBE,Penrith Hospital,CA11 8HX,England,-2.7431027,54.6570243,E38000215,CA11,Eden,Community,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.018788040828523346,0.06527530943805734,93127,3,6,92063.95704948646,3.180205415499533,5.867413632119514,North East and Yorkshire
west_cumberland_ho,west_cumberland_ho,RNNBX,West Cumberland Hospital,CA28 8JG,England,-3.5623582,54.52938589999999,E38000215,CA28,Copeland,Acute,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.018788040828523346,0.06527530943805734,93127,3,6,92063.95704948646,3.180205415499533,5.867413632119514,North East and Yorkshire
north_cumbria_inte,north_cumbria_inte,RNNCB,Cockermouth Hospital,CA13 9HT,England,-3.3609677,54.6675681,E38000215,CA13,Allerdale,Community,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.018788040828523346,0.06527530943805734,93127,3,6,92063.95704948646,3.180205415499533,5.867413632119514,North East and Yorkshire
north_cumbria_inte,north_cumbria_inte,RNNCL,Copeland Unit,CA28 8JG,England,-3.5623582,54.52938589999999,E38000215,CA28,Copeland,Community,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.018788040828523346,0.06527530943805734,93127,3,6,92063.95704948646,3.180205415499533,5.867413632119514,North East and Yorkshire
doncaster_and_bass,doncaster_and_bass,RP5BA,Bassetlaw Hospital,S81 0BD,England,-1.1099928,53.3176661,E38000008,S81,Bassetlaw,Acute,14637.114361702128,-1.0000854560957446,14989.372602181407,-1.1009120382899356,-7.016401194047587,8054.835224910413,15204,-1.7430786505127471,0.07129883132647546,0.2066221879623969,0.023586117682500022,0.09249266810203521,93937,3,6,94451.32978723405,3.265957446808511,6.058510638297872,North East and Yorkshire
doncaster_and_bass,doncaster_and_bass,RP5DR,Doncaster Royal Infirmary,DN2 5LT,England,-1.1089997,53.5310447,E38000044,DN2,Doncaster,Acute,11372.522494887526,0.2906617807453988,11250.789703771801,0.3275374000637364,-8.670367542041802,2209.82537235629,8886,0.23343845470270275,0.24047460003571405,0.40123081196552934,0.08547231830477311,0.2034179668123888,124284,4,8,111633.38854805726,3.724948875255624,7.007157464212679,North East and Yorkshire
doncaster_and_bass,doncaster_and_bass,RP5MM,Montagu Hospital,S64 0AZ,England,-1.285227,53.4997069,E38000044,S64,Doncaster,NA,11372.522494887526,0.2906617807453988,11250.789703771801,0.3275374000637364,-8.670367542041802,2209.82537235629,8886,0.23343845470270275,0.24047460003571405,0.40123081196552934,0.08547231830477311,0.2034179668123888,124284,4,8,111633.38854805726,3.724948875255624,7.007157464212679,North East and Yorkshire
gateshead_health_n,gateshead_health_n,RR7EN,Queen Elizabeth Hospital,NE9 6SX,England,-1.5803329,54.9394061,E38000212,NE9,Gateshead,Acute,12371.372524752474,1.2848071271590347,12640.033487305134,1.2336855376088416,-5.487838166201016,1899.2032254288301,10428,1.1683028541092149,0.22061404147871214,0.3592261303812936,0.17134167792485705,0.3285698524743386,117730,4,7,106429.63304455446,3.5495049504950495,6.665841584158416,North East and Yorkshire
leeds_teaching_hos,leeds_teaching_hos,RR801,Leeds General Infirmary,LS1 3EX,England,-1.5517435,53.8014452,E38000225,LS1,Leeds,Acute,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
leeds_teaching_hos,leeds_teaching_hos,RR813,St James's University Hospital,LS9 7TF,England,-1.5195966,53.8070087,E38000225,LS9,Leeds,Acute,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
the_newcastle_upon,the_newcastle_upon,RTD02,The Royal Victoria Infirmary,NE1 4LP,England,-1.6193001,54.9796885,E38000212,NE1,Newcastle,Acute,12371.372524752474,1.2848071271590347,12640.033487305134,1.2336855376088416,-5.487838166201016,1899.2032254288301,10428,1.1683028541092149,0.22061404147871214,0.3592261303812936,0.17134167792485705,0.3285698524743386,117730,4,7,106429.63304455446,3.5495049504950495,6.665841584158416,North East and Yorkshire
northumbria_health,northumbria_health,RTF86,Northumbria Specialist Emergency Care Hospital,NE23 6NZ,England,-1.5669476,55.0730498,E38000130,NE23,Northumberland,Acute,15733.779520295204,-0.7297932944861624,16031.253847760327,-0.8170573343161808,-2.607267185563856,5513.618532514067,15867,-1.3857068478021206,0.1210652220689306,0.20715885934157732,0.04168934398217879,0.10892389281962357,91023,3,6,88753.84040590406,3.0968634686346865,5.691881918819188,North East and Yorkshire
northumbria_health,northumbria_health,RTFED,Wansbeck Hospital,NE63 9JJ,England,-1.5454229,55.1840488,E38000130,NE63,Northumberland,Acute,15733.779520295204,-0.7297932944861624,16031.253847760327,-0.8170573343161808,-2.607267185563856,5513.618532514067,15867,-1.3857068478021206,0.1210652220689306,0.20715885934157732,0.04168934398217879,0.10892389281962357,91023,3,6,88753.84040590406,3.0968634686346865,5.691881918819188,North East and Yorkshire
northumbria_health,northumbria_health,RTFFS,North Tyneside General Hospital,NE29 8NH,England,-1.4665938,55.0260518,E38000127,NE29,North Tyneside,Acute,15897.131994261119,-0.13619310152080344,16050.012883401976,-0.20725981208733021,0.3106611422751517,6106.793587892394,13897,-0.5111292309360461,0.09238001802779866,0.21030273753616766,0.05192205218101503,0.15554703412831608,101148,3,6,87953.76757532281,3.0516499282639886,5.6197991391678626,North East and Yorkshire
south_tees_hospita,south_tees_hospita,RTRAT,The James Cook University Hospital,TS4 3BW,England,-1.2148054,54.55175509999999,E38000162,TS4,Middlesbrough,Acute,10660.528697571744,0.9926809035320088,10816.428562551857,0.9372916250069704,1.408829022689105,831.9382790937038,8080,0.4806334867797618,0.3652632233021064,0.4665903965437207,0.17931276476758934,0.3163504380658579,130641,4,8,115354.21964679912,3.7560706401766004,7.160044150110375,North East and Yorkshire
humber_teaching_nh,humber_teaching_nh,RV901,Trust Headquarters,HU10 6ED,England,-0.4462225,53.7730427,E38000052,HU10,East Riding of Yorkshire,Community,20099.331417624522,-1.5719293955114944,20395.839779376285,-1.6537132916392303,0.5236431402369279,4337.85812614957,21533.164206642068,-2.3452709989261242,0.0628157644976049,0.08294799812099153,0.01701013961544238,0.05964254100744253,59094,2,4,65841.48850574713,2.4588122605363987,4.364942528735632,North East and Yorkshire
university_hospitab,university_hospitab,RVWAE,University Hospital Of North Tees,TS19 8PE,England,-1.3472746,54.5831668,E38000075,TS19,Stockton-on-Tees,Acute,13296.572502685285,0.27469516757572504,13690.156819608093,0.12822922783849838,-10.872106434439514,1621.5848914923988,10993,-0.7295773235352118,0.2665439750668105,0.37105394904772987,0.12907649891763445,0.2361566503782991,115866,4,7,101540.26960257787,3.385606874328679,6.42749731471536,North East and Yorkshire
hull_university_te,hull_university_te,RWA01,Hull Royal Infirmary,HU3 2JZ,England,-0.3576663,53.74485749999999,E38000085,HU3,Kingston upon Hull,Acute,7399.259085580305,2.205771658749121,7554.377186961305,2.155880124633519,7.510259376018563,682.3509059182927,4547.59284116331,2.714947884988764,0.45543786026848043,0.5492227170971038,0.2814169715217273,0.4621108710404593,147906,5,9,132502.06096131302,4.21453692848769,8.125439624853458,North East and Yorkshire
hull_university_te,hull_university_te,RWA16,Castle Hill Hospital,HU16 5JQ,England,-0.4459044,53.77813090000001,E38000052,HU16,East Riding of Yorkshire,Acute,20099.331417624522,-1.5719293955114944,20395.839779376285,-1.6537132916392303,0.5236431402369279,4337.85812614957,21533.164206642068,-2.3452709989261242,0.0628157644976049,0.08294799812099153,0.01701013961544238,0.05964254100744253,59094,2,4,65841.48850574713,2.4588122605363987,4.364942528735632,North East and Yorkshire
calderdale_and_hud,calderdale_and_hud,RWY01,Huddersfield Royal Infirmary,HD3 3EA,England,-1.8163248,53.65557829999999,E38000064,HD3,Kirklees,Acute,15620.273936170213,-0.18548355365824468,15756.9036070464,-0.2156946794400293,-0.7615680321239158,7519.146586628319,14889,-0.9574643653738868,0.1072507489224365,0.22561630733838653,0.09531855010301633,0.1981874181030669,93214,3,6,89315.71808510639,3.1143617021276597,5.723404255319149,North East and Yorkshire
cumbria_northumber,cumbria_northumber,RX4E4,St Nicholas Hospital (Newcastle Upon Tyne),NE3 3XT,England,-1.6337663,55.00635819999999,E38000212,NE3,Newcastle,Mental,12371.372524752474,1.2848071271590347,12640.033487305134,1.2336855376088416,-5.487838166201016,1899.2032254288301,10428,1.1683028541092149,0.22061404147871214,0.3592261303812936,0.17134167792485705,0.3285698524743386,117730,4,7,106429.63304455446,3.5495049504950495,6.665841584158416,North East and Yorkshire
tees_esk_and_wear,tees_esk_and_wear,RX301,"Tees, Esk, Wear Valley Nhs Trust (Durham)",DL2 2TS,England,-1.5916412,54.5432052,E38000042,DL2,Darlington,Acute,14218.519444444444,-0.18152664236944444,14542.901150013264,-0.24695149721606793,3.9009781026144674,2943.0398254127717,13268,-0.851923059902834,0.17151680497139177,0.3011727482854003,0.0808608995490887,0.1635311280360729,105389,4,7,96724.40277777778,3.297222222222222,6.125,North East and Yorkshire
rotherham_doncaste,rotherham_doncaste,RXE07,Rotherham Older People's Mental Health Services,S60 2UD,England,-1.3417765,53.4134615,E38000141,S60,Rotherham,Community,11723.892271662764,0.13217884528103044,11877.357676461443,0.08681068683975048,-1.9494726462608456,3187.2317661970446,10344,-0.3481679623777778,0.2185439987562189,0.35561644900497513,0.0830107276119403,0.21157105099502488,118843,4,7,109766.13231850117,3.6241217798594847,6.868852459016393,North East and Yorkshire
rotherham_doncaste,rotherham_doncaste,RXE92,Nth Lincs - Great Oaks Inpatient Unit,DN16 2JX,England,-0.6385453,53.5671057,E38000122,DN16,North Lincolnshire,Community,15669.121495327103,-0.6429125230037384,15746.019660069514,-0.6678948326426907,-17.226801118423232,6019.209990658309,16116,-1.6082386580522876,0.10681055385019649,0.2009961420398218,0.0785506969411034,0.12839363137966867,87217,3,6,89027.5121495327,3.067289719626168,5.700934579439252,North East and Yorkshire
rotherham_doncaste,rotherham_doncaste,RXEAA,Doncaster - Tickhill Road Site,DN4 8QN,England,-1.1470501,53.4968851,E38000044,DN4,Doncaster,Community,11372.522494887526,0.2906617807453988,11250.789703771801,0.3275374000637364,-8.670367542041802,2209.82537235629,8886,0.23343845470270275,0.24047460003571405,0.40123081196552934,0.08547231830477311,0.2034179668123888,124284,4,8,111633.38854805726,3.724948875255624,7.007157464212679,North East and Yorkshire
mid_yorkshire_hosp,mid_yorkshire_hosp,RXF05,Pinderfields General Hospital,WF1 4DG,England,-1.4859205,53.6948876,E38000190,WF1,Wakefield,Acute,12413.654024051804,0.07064002336725254,12626.734612705124,-0.02947959246466178,-13.03925047360157,4538.223512894637,10898,-0.33342777531818235,0.1581588340182361,0.3405567814582138,0.059370175885488756,0.18349358728443976,116101,4,7,106193.37742830713,3.5827937095282145,6.691026827012026,North East and Yorkshire
south_west_yorkshi,south_west_yorkshi,RXG10,Fieldhead Hospital,WF1 3SP,England,-1.492682,53.69713700000001,E38000190,WF1,Wakefield,Mental,12413.654024051804,0.07064002336725254,12626.734612705124,-0.02947959246466178,-13.03925047360157,4538.223512894637,10898,-0.33342777531818235,0.1581588340182361,0.3405567814582138,0.059370175885488756,0.18349358728443976,116101,4,7,106193.37742830713,3.5827937095282145,6.691026827012026,North East and Yorkshire
university_hospita,university_hospita,RXPCP,University Hospital Of North Durham,DH1 5TW,England,-1.593417,54.7888,E38000116,DH1,County Durham,Acute,15045.11870967742,-0.6125851221006452,15541.808224138791,-0.7038017993082657,2.8407808790366476,9229.67186750205,14196,-0.828753053440559,0.03702485806097135,0.18568621901067248,0.014414511912888563,0.07817052663125822,102007,3,6,92420.49548387097,3.201290322580645,5.890322580645162,North East and Yorkshire
darlington_memoria,darlington_memoria,RXPDA,Darlington Memorial Hospital,DL3 6HX,England,-1.56331,54.53039,E38000042,DL3,Darlington,Acute,14218.519444444444,-0.18152664236944444,14542.901150013264,-0.24695149721606793,3.9009781026144674,2943.0398254127717,13268,-0.851923059902834,0.17151680497139177,0.3011727482854003,0.0808608995490887,0.1635311280360729,105389,4,7,96724.40277777778,3.297222222222222,6.125,North East and Yorkshire
leeds_community_he,leeds_community_he,RY651,Stockdale House,LS6 1PF,England,-1.5686275,53.8146934,E38000225,LS6,Leeds,Community,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
bradford_district,bradford_district,TAD17,Lynfield Mount Hospital,BD9 6DP,England,-1.8049734,53.8098494,E38000019,BD9,Bradford,Mental,9809.655384615384,0.8352080444553847,9475.031036372726,0.9566632371653848,-2.2811672660291156,2005.9592174216666,7541.919075144505,0.6143570923573485,0.28895507465473314,0.44840120218513413,0.1478699760888027,0.30690955303527656,130953,4,8,119890.17230769231,3.933333333333333,7.4625641025641025,North East and Yorkshire
sheffield_health,sheffield_health,TAHCC,The Longley Centre,S5 7JT,England,-1.459382,53.410735,E38000146,S5,Sheffield,Community,13922.003302146395,0.9015169744083654,14189.184446117048,0.9412669802715858,-2.58166643658026,3195.2248393835985,13798.290697674416,0.6611775567160499,0.23296447607916076,0.34616191844370703,0.1819619394316607,0.32334656539375933,100296,3,6,98269.76554760594,3.334067143643368,6.242157402311502,North East and Yorkshire
