redcap_data_access_group,redcap_data_access_group_unlabelled,dag_id,place_name,postcode,country,lon,lat,ccg,postcode_start,city,imd_average_postcodes_new,tds_mean,w_me_imd,w_me_tds,w_har_tds,w_har_imd,w_med_imd,w_med_tds,prop_within_10_imd_ccg,prop_within_20_imd_ccg,prop_within_10_tds_ccg,prop_within_20_tds_ccg,nhs_region
North West Boroughs Healthcare NHSFT,north_west_borough,RVT33,North West Boroughs Healthcare NHSFT,WA2 8WA,England,-2.608387,53.4286247,E38000194,WA2,Warrington,18179.963581183612,-1.2147123573034901,18741.052342075167,-1.382350712574253,-3.211725728513524,9273.53587604344,21083,-2.3585574393965016,0.07962213893523584,0.182910104515816,0.037796008495932745,0.09473262071799543,North West
East Kent Hospitals NHSFT,east_kent_hospital,RVV00,Queen Elizabeth The Queen Mother Hospital,CT9 4AN,England,1.3893986940383911,51.3780517578125,E38000184,CT9,Kent,11134.323788546255,0.5580432963964758,11015.678565573158,0.6080122543185578,-16.25589003786913,1458.7457523779383,10621,-0.057028583343283173,0.22257910661320854,0.3589495178334551,0.0995334833738244,0.2241888125437825,South East
Lancashire & South Cumbria NHS Foundation Trust,lancashire__south,RW5JJ,Royal Preston Hospital,PR2 9HT,England,-2.7040145,53.7908668,E38000227,PR2,Preston,15432.874223602485,-0.5950538043338509,15414.32598724969,-0.5696365066322745,2.123128689103269,6096.627009722718,13469.118210862622,-1.638383164230303,0.13460769814940646,0.31688916423518126,0.07646688516727287,0.18693792717534674,North West
Warrington and Halton Teaching Hospitals NHS Foundation Trust,warrington_and_hal,RWHHH,Warrington and Halton Teaching Hospitals NHS Foundation Trust,WA5 1QG,England,-2.6108215,53.3940422,E38000194,WA5,Warrington,18179.963581183612,-1.2147123573034901,18741.052342075167,-1.382350712574253,-3.211725728513524,9273.53587604344,21083,-2.3585574393965016,0.07962213893523584,0.182910104515816,0.037796008495932745,0.09473262071799543,North West
The Princess Alexandra Hospital,the_princess_alexa,RWQG0,The Princess Alexandra Hospital,CM20 1QX,England,0.0858092,51.77104989999999,E38000197,CM20,Harlow,19685.747881355932,-0.8747399602150424,19905.896513148236,-0.981986204485303,-2.871679460252773,16484.53344210978,20507,-1.4737688492207357,0,0.011669451766499094,0.012379127832586368,0.053341071016549786,East of England
Hertfordshire Partnership NHS Foundation Trust,hertfordshire_part,RWR99,Hertfordshire Partnership NHS Foundation Trust,AL3 5TQ,England,-0.3451309,51.7625796,E38000079,AL3,St Albans,23024.75729822553,-1.0419966409421866,23135.617384047164,-1.0917191048650685,-20.268628829322207,19313.508698555896,24296,-1.500013063023077,0.0028482136515377513,0.016354144470487962,0.013887705092691242,0.059874635982669226,East of England
Leicester Royal Infirmary,university_hospitaj,RWWAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1354407,52.6257466,E38000097,LE1,Leicester,10001.059917355371,2.7049975292438018,9986.69234642803,2.7727299055046832,1.0393498366165679,3087.0131094626186,8762,2.864048470553957,0.20302745335962386,0.3526770817533748,0.27612619444865766,0.47822235704535115,Midlands
Calderdale and Huddersfield NHS Trust,calderdale_and_hud,RWy01,Calderdale and Huddersfield NHS Trust,HD3 3EA,England,-1.8189892,53.65571629999999,E38000064,HD3,Kirklees,15620.273936170213,-0.18548355365824468,15756.9036070464,-0.2156946794400293,-0.7615680321239158,7519.146586628319,14889,-0.9574643653738868,0.1072507489224365,0.22561630733838653,0.09252931436203606,0.19398671110343346,North East and Yorkshire
Sussex Partnership NHS Foundation Trust,sussex_partnership,RX219,Sussex Partnership NHS Foundation Trust,BN11 1RY,England,-0.3720101,50.8125717,E38000213,BN11,Worthing,19195.661746617465,-1.3331483410455105,19202.025651946966,-1.3370068384720848,-6.281152514130985,14752.926309995684,19235,-1.8827307817883598,0.012141142081636915,0.05274036955840902,0.012562898006054911,0.052727842154713433,South East
Cheshire and Wirral Partnership NHSFT,cheshire_and_wirra,RXADT,Cheshire and Wirral Partnership NHSFT,CH2 1BQ,England,-2.8998958,53.2120533,E38000196,CH2,Cheshire West and Chester,19410.048469387755,-1.4095136901696428,19593.85629542986,-1.4545088538679922,-0.003365146030153473,9400.488258142788,22227,-2.288509352548689,0.0686202514390245,0.1576528839853833,0.018591888694918013,0.0769531816842633,North West
Cheshire and Wirral Partnership NHSFT,cheshire_and_wirra,RXADY,Cheshire and Wirral Partnership NHSFT,CH2 1BQ,England,-2.8998958,53.2120533,E38000196,CH2,Cheshire West and Chester,19410.048469387755,-1.4095136901696428,19593.85629542986,-1.4545088538679922,-0.003365146030153473,9400.488258142788,22227,-2.288509352548689,0.0686202514390245,0.1576528839853833,0.018591888694918013,0.0769531816842633,North West
Royal Preston Hospital,royal_preston_hosp,RXB02,Royal Preston Hospital,PR2 9HT,England,-2.7069534,53.7903928,E38000227,PR2,Preston,15432.874223602485,-0.5950538043338509,15414.32598724969,-0.5696365066322745,2.123128689103269,6096.627009722718,13469.118210862622,-1.638383164230303,0.13460769814940646,0.31688916423518126,0.07646688516727287,0.18693792717534674,North West
The Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,the_queen_elizabet,RXC70,The Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,PE30 4ET,England,0.4462463,52.7564633,E38000203,PE30,West Norfolk,13364.592267135326,-1.1397111765043937,13490.768114918998,-1.1119449947050142,0.7035143417783839,8915.567053818828,13471,-1.7175257730714284,0.06612430734479229,0.13814280168001977,0.033276862080730364,0.0806068306685961,East of England
Rotherham Doncaster and South Humber NHSFT,rotherham_doncaste,RXE07,Rotherham Doncaster and South Humber NHSFT,DN4 8QN,England,-1.1459607,53.4948158,E38000044,DN4,Doncaster,11372.522494887526,0.2906617807453988,11250.789703771801,0.3275374000637364,-8.670367542041802,2209.82537235629,8886,0.23343845470270275,0.24047460003571405,0.40123081196552934,0.08453317107691087,0.2003756588911449,North East and Yorkshire
Rotherham Doncaster and South Humber NHSFT,rotherham_doncaste,RXE92,Rotherham Doncaster and South Humber NHSFT,DN4 8QN,England,-1.1459607,53.4948158,E38000044,DN4,Doncaster,11372.522494887526,0.2906617807453988,11250.789703771801,0.3275374000637364,-8.670367542041802,2209.82537235629,8886,0.23343845470270275,0.24047460003571405,0.40123081196552934,0.08453317107691087,0.2003756588911449,North East and Yorkshire
Nottingham University Hosptials NHS Trust,nottingham_univers,RXICC,Nottingham University Hosptials NHS Trust,NG5 1PB,England,-1.1570212,52.9904528,E38000132,NG5,Nottingham,8115.557228915663,2.764784300456827,8360.240666710286,2.726405927347291,1.0494075639036313,2679.8322952074573,5602,3.0990621745923757,0.2970721015440984,0.5546322952106778,0.26598730698769957,0.5003173253075112,Midlands
Nottingham University Hosptials NHS Trust,nottingham_univers,RXRXA,Nottingham University Hosptials NHS Trust,NG5 1PB,England,-1.1570212,52.9904528,E38000132,NG5,Nottingham,8115.557228915663,2.764784300456827,8360.240666710286,2.726405927347291,1.0494075639036313,2679.8322952074573,5602,3.0990621745923757,0.2970721015440984,0.5546322952106778,0.26598730698769957,0.5003173253075112,Midlands
Birmingham and Solihull Mental Health NHSFT,birmingham_and_sol,RXTC1,Birmingham and Solihull Mental Health NHSFT,B24 9SA,England,-1.8338131,52.5160053,E38000220,B24,Birmingham,10424.050087361677,1.3877220368322656,10294.254571948217,1.4785206974758067,0.990990825692656,2431.092675482698,7054,1.583729793304931,0.34750207653090454,0.4812557283611159,0.18958190124305435,0.377106067766512,Midlands
Surrey and Borders partnership NHSFT,surrey_and_borders,RXX10,Surrey and Borders partnership NHSFT,KT22 7AD,England,-0.3351251,51.297952,E38000177,KT22,Mole Valley,26240.203682393556,-2.083015055467204,26482.68330209728,-2.1926066315686388,0.987565488135918,24066.084470018737,28722,-2.6842279547738856,0,0,0.0020919232485497544,0.018277554663096832,South East
Kent and Medway NHS and Social Care Partnership Trust,kent_and_medway_nh,RXY6J,Kent and Medway NHS and Social Care Partnership Trust,ME7 4JL,England,0.5582043,51.3796634,E38000104,ME7,Medway,14322.577481840193,-0.19207946139588378,14386.083406270722,-0.22371284613484893,-1.465856311388565,6021.523095529999,12644.249999999998,-0.6670336802804878,0.08250449938429479,0.2237074926588993,0.041814909538694704,0.1279454390451833,South East
Lincolnshire Community Health Services NHS Trust,lincolnshire_commu,RY5HQ,Lincolnshire Community Health Services NHS Trust,LN5 7JH,England,-0.5241828,53.2265336,E38000100,LN5,Lincoln,17360.960544217687,-0.9786164843047619,17621.622997097176,-0.9981230695169286,5.549646410487529,2673.6832124081784,19065,-1.927746271910596,0.09528713082228871,0.1889719393869453,0.04893962662784401,0.11432413958401762,Midlands
Leeds community healthcare NHSFT,leeds_community_he,RY651,Leeds community healthcare NHSFT,LS12 5SG,England,-1.6011659,53.7824956,E38000225,LS12,Leeds,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.16805409298529855,0.288346817084714,North East and Yorkshire
Hounslow and Richmond Community Healthcare NHS Trust,hounslow_and_richm,RY901,Hounslow and Richmond Community Healthcare NHS Trust,TW11 8HU,England,-0.3260077,51.4274856,E38000140,TW11,Richmond upon Thames,25643.871544715446,-0.5790208503642277,25708.542964864428,-0.6618798060825284,1.7444129131985764,23253.074208754108,27732,-0.8395427613470788,0,0.007652815658591368,0.01691534306647414,0.06253275576234023,London
Coventry & Warwickshire Partnership Trust,coventry__warwicks,RYGHQ,Caludon Centre,CV2 2TE,England,-1.4452332,52.4225547,E38000038,CV2,Coventry,15422.714712471994,0.4661742691411501,15397.1326457909,0.46715314096182764,-20.036173822864438,5155.589241138305,15430,-0.13966619748867243,0.10827953661655236,0.201277687017059,0.13370613198607642,0.2274479605226858,Midlands
The Royal Marsden NHS Trust,the_royal_marsden,RYP01,The Royal Marsden NHS Trust,SW3 6JJ,England,-0.1727977,51.4908714,E38000202,SW3,Kensington and Chelsea,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,London
NHS Lothian,nhs_lothian,S134H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,Scotland
NHS Lothian,nhs_lothian,S214H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,Scotland
NHS Lothian,nhs_lothian,S341H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,Scotland
NHS Lothian,nhs_lothian,SL116,Western General Hospital,EH4 2XU,Scotland,-3.2338808,55.9621052,S08000024,EH4,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,Scotland
Mid and South Essex University Hospitals Group,mid_and_south_esse,TAJ01,Southend Hospital,SS0 0RY,England,0.6877328,51.55386,E38000168,SS0,Southend-on-Sea,16179.379130434783,0.16197812731478262,16094.12554561264,0.17873667742303265,-13.715294008947904,4603.912264359559,14508,-0.28081839053846325,0.08881825196650889,0.22726853931290236,0.06847942507687524,0.1809879187828951,East of England
Medway Community Healthcare,medway_community_h,VLXF4,Medway Community Healthcare,ME1 3QY,England,0.5163534,51.3770708,E38000237,ME1,Medway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South East
University Hospitals of Leicester,university_hospitaj,TWEAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1348028,52.6278166,E38000097,LE1,Leicester,10001.059917355371,2.7049975292438018,9986.69234642803,2.7727299055046832,1.0393498366165679,3087.0131094626186,8762,2.864048470553957,0.20302745335962386,0.3526770817533748,0.27612619444865766,0.47822235704535115,Midlands
Bronglais General Hospital,bronglais_general,WB2AJ,Bronglais General Hospital,SY23 1ER,Wales,-4.0711821,52.4164121,W11000025,SY23,Ceredigion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Prince Philip Hospital,prince_philip_hosp,WB3AL,Prince Philip Hospital,SA14 8QF,Wales,-4.134687,51.6922205,W11000025,SA14,Carmarthenshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Withybush General Hospital,withybush_general,WF1BL,Withybush General Hospital,SA61 2PZ,Wales,-4.9664014,51.81300479999999,W11000025,SA61,Pembrokeshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Glan Clwyd Hospital,glan_clwyd_hospita,7A1A1,Ysbyty Glan Clwyd,LL18 5UJ,Wales,-3.4971896,53.27265509999999,W11000023,LL18,Conwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Wrexham Maelor Hospital,wrexham_maelor_hos,7A1A4,Wrexham Maelor Hospital,LL13 7TD,Wales,-3.0101803,53.0461734,W11000023,LL13,Wrexham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Wrexham Maelor Hospital,wrexham_maelor_hos,7A1A7,Chirk Community Hospital,LL14 5LN,Wales,-3.0497713,52.94306479999999,W11000023,LL14,Wrexham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Glan Clwyd Hospital,glan_clwyd_hospita,7A1A8,Colwyn Bay Community Hospital,LL29 8AY,Wales,-3.7101306,53.2879873,W11000023,LL29,Conwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Glan Clwyd Hospital,glan_clwyd_hospita,7A1A9,Denbigh Community Hospital,LL16 3ES,Wales,-3.4094959,53.1860328,W11000023,LL16,Denbighshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Glan Clwyd Hospital,glan_clwyd_hospita,7A1AB,Holywell Community Hospital,CH8 7TZ,Wales,-3.215942,53.2694319,W11000023,CH8,Flintshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Wrexham Maelor Hospital,wrexham_maelor_hos,7A1AD,Mold Community Hospital,CH7 1RH,Wales,-3.1470377,53.1696683,W11000023,CH7,Flintshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Glan Clwyd Hospital,glan_clwyd_hospita,7A1AF,Ruthin Community Hospital,LL15 1PS,Wales,-3.3028192,53.113277,W11000023,LL15,Denbighshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1AU,Ysbyty Gwynedd,LL57 2PW,Wales,-4.1577568,53.2086374,W11000023,LL57,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1AV,Llandudno General Hospital Site,LL30 1LB,Wales,-3.8287232,53.3097232,W11000023,LL30,Conwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1AX,Bryn Beryl Hospital,LL53 6TT,Wales,-4.400593,52.9094906,W11000023,LL53,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1AY,Dolgellau & Barmouth District Hospital Site,LL40 1NT,Wales,-3.8815696,52.7409311,W11000023,LL40,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1CA,Ysbyty Alltwen,LL49 9RN,Wales,-4.1482957,52.9380429,W11000023,LL49,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Wrexham Maelor Hospital,wrexham_maelor_hos,7A1CC,Deeside Community Hospital,CH5 1XS,Wales,-3.0382829,53.2011159,W11000023,CH5,Flintshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1DC,Ysbyty Penrhos Stanley,LL65 2QA,Wales,-4.6150793,53.3048702,W11000023,LL65,Anglesey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1DD,Cefni Hospital,LL77 7PP,Wales,-4.3044967,53.2567261,W11000023,LL77,Anglesey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1DG,Eryri Hospital,LL55 2YE,Wales,-4.2618395,53.1294717,W11000023,LL55,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Glangwili General Hospital,glangwili_general,7A2AA,Glangwili Hospital Child Health Section,SA31 2AF,Wales,-4.2833874,51.8673069,W11000025,SA31,Carmarthenshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
"Morriston Hospital, Swansea",morriston_hospital,7A3YA,Abertawe Bro Morgannwg University Lhb Bridgend Locality Office,CF31 3TP,Wales,-3.5506886,51.5024646,W11000030,CF31,Bridgend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Cardiff and Vale University Health Board,cardiff_and_vale_u,7A4BV,University Hospital Of Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,CF14,Cardiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Cardiff and Vale University Health Board,cardiff_and_vale_u,7A4H1,Noahs Ark Childrens Hospital For Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,CF14,Cardiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B1,The Royal Glamorgan Hospital,CF72 8XR,Wales,-3.3905151,51.54798839999999,W11000030,CF72,Rhondda Cynon Taf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B3,Prince Charles Hospital Site,CF47 9DT,Wales,-3.3861006,51.76433309999999,W11000030,CF47,Merthyr Tydfil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5CA,Ysbyty Cwm Rhondda,CF40 2LU,Wales,-3.4485196,51.6358678,W11000030,CF40,Rhondda Cynon Taf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5HA,Ysbyty Cwm Cynon,CF45 4BZ,Wales,-3.3436056,51.6563332,W11000030,CF45,Rhondda Cynon Taf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wales
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A103H,Ayrshire Central Hospital,KA12 8SS,Scotland,-4.6748227,55.6349014,S08000015,KA12,North Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042,Scotland
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A111H,University Hospital Crosshouse,KA2 0BE,Scotland,-4.540130899999999,55.6135442,S08000015,KA2,East Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042,Scotland
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A210H,University Hospital Ayr,KA6 6DX,Scotland,-4.5939607,55.428935,S08000015,KA6,East Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042,Scotland
Borders General Hospital,borders_general_ho,B120H,Borders General Hospital,TD6 9BS,Scotland,-2.7419408,55.5954785,S08000016,TD6,Scottish Borders,3739.3848396501458,-1.0818369519436346,3780.8188636164045,-1.116548194244217,1.5421469492190563,2885.30625018653,3949,-1.5643524212115387,0.015702116448581716,0.05971722139281637,0.029261438482480022,0.07730745587072978,Scotland
NHS Highland,nhs_highland,C106H,Cowal Community Hospital,PA23 7RL,Scotland,-4.927129,55.9569856,S08000022,PA23,Argyllshire,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.032188774204022504,0.0833411385647116,Scotland
NHS Highland,nhs_highland,C121H,Lorn & Islands Hospital,PA34 4HH,Scotland,-5.4750995,56.4007089,S08000022,PA34,Argyllshire,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.032188774204022504,0.0833411385647116,Scotland
NHS Highland,nhs_highland,C122H,Campbeltown Hospital,PA28 6LE,Scotland,-5.606007399999999,55.4209057,S08000022,PA28,Argyllshire,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.032188774204022504,0.0833411385647116,Scotland
Golden Jubilee National Hospital,golden_jubilee_nat,D102H,Golden Jubilee National Hospital,G81 4DY,Scotland,-4.420353899999999,55.9059298,S08000031,G81,West Dunbartonshire,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444,Scotland
Victoria Hospital Kirkcaldy,victoria_hospital,F701H,Cameron Hospital,KY8 5RR,Scotland,-3.0606955,56.1866783,S08000029,KY8,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,Scotland
Victoria Hospital Kirkcaldy,victoria_hospital,F704H,Victoria Hospital,KY2 5AH,Scotland,-3.1601871,56.1244623,S08000029,KY2,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,Scotland
Victoria Hospital Kirkcaldy,victoria_hospital,F708H,Adamson Hospital,KY15 4JG,Scotland,-3.0181746,56.3244035,S08000029,KY15,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,Scotland
Victoria Hospital Kirkcaldy,victoria_hospital,F716H,Glenrothes Hospital,KY7 5TG,Scotland,-3.182677,56.2049141,S08000029,KY7,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,Scotland
Victoria Hospital Kirkcaldy,victoria_hospital,F805H,Queen Margaret Hospital,KY12 0SU,Scotland,-3.4275625,56.0824334,S08000029,KY12,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891,Scotland
"Queen Elizabeth University Hospital, Glasgow University Hospital Monklands Airdrie",queen_elizabeth_un,G405H,Queen Elizabeth University Hospital,G51 4TF,Scotland,-4.3392518,55.8626363,S08000031,G51,Glasgow,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444,Scotland
NHS Highland,nhs_highland,H103H,Caithness General Hospital,KW1 5NS,Scotland,-3.0955804,58.44157999999999,S08000022,KW1,Highland,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.032188774204022504,0.0833411385647116,Scotland
NHS Highland,nhs_highland,H201H,Rni Community Hospital,IV3 5SF,Scotland,-4.231586399999999,57.47064259999999,S08000022,IV3,Highland,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.032188774204022504,0.0833411385647116,Scotland
NHS Highland,nhs_highland,H202H,Raigmore Hospital,IV2 3UJ,Scotland,-4.1928874,57.4741487,S08000022,IV2,Highland,3656.6131438721136,-0.9753899798806395,3718.1922178721065,-1.0482965763820848,1.122282114404731,2274.53832095899,3805,-1.3947184421249996,0.024570868378822223,0.0713804020006369,0.032188774204022504,0.0833411385647116,Scotland
NHS Lanarkshire,nhs_lanarkshire,L106H,University Hospital Monklands,ML6 0JS,Scotland,-3.9998893,55.8657665,S08000032,ML6,North Lanarkshire,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08806805917867692,0.19695133608382207,Scotland
NHS Lanarkshire,nhs_lanarkshire,L302H,University Hospital Hairmyres,G75 8RG,Scotland,-4.221977,55.7594711,S08000032,G75,South Lanarkshire,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08806805917867692,0.19695133608382207,Scotland
NHS Lanarkshire,nhs_lanarkshire,L308H,University Hospital Wishaw,ML2 0DP,Scotland,-3.942015899999999,55.7736351,S08000032,ML2,North Lanarkshire,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08806805917867692,0.19695133608382207,Scotland
Aberdeen Royal Infirmary,aberdeen_royal_inf,N101H,Aberdeen Royal Infirmary,AB25 2ZN,Scotland,-2.1372687,57.1546973,S08000020,AB25,Aberdeen,4490.255394190872,-1.2342249549338173,4585.713222780145,-1.393999439949437,-1.1689700599023176,3583.6415830668097,4838,-1.9224017029999998,0.003947072309661449,0.03522652151286271,0.041425798556901136,0.10096065938084589,Scotland
NHS Lothian,nhs_lothian,S116H,Western General Hospital,EH4 2XU,Scotland,-3.2338808,55.9621052,S08000024,EH4,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181,Scotland
